file,language,index,label,word_index,start,end,mid,duration_s,mean_f0_hz,min_f0_hz,max_f0_hz,onset_f0_hz,offset_f0_hz,pitch_movement_st,pitch_movement,symbol,symbol_marked,mean_intensity_db,relative_height_st,prominence_score,stress_class,is_prominent,voiced_frames,f1_hz,f2_hz,f3_hz,phones
doreco_port1286_2017_06_30_Jaklin.wav,es,487,es,472,94.354,94.394,94.374,0.04000000000000625,164.59052400290904,163.23201186359287,165.46202775106826,165.46202775106826,163.23201186359287,-0.23491382289873974,level,–,–,72.06035339302075,-2.8665151670025395,7.983843125622109,SS2,False,10,483.9204043907233,1530.4283545848302,2817.8395345666545,e s
doreco_port1286_2017_06_30_Jaklin.wav,es,488,lo,473,94.414,94.454,94.434,0.03999999999999204,162.22399772819534,159.8465077575023,164.30137830812927,160.58350849409283,164.30137830812927,0.3962501220823412,level,–,–,67.93855687833154,-3.117243467204949,8.231035864420551,SS2,False,10,518.7182507740458,1699.9178624281149,2818.6363176188547,l o
doreco_port1286_2017_06_30_Jaklin.wav,es,489,que,474,94.474,94.534,94.504,0.060000000000002274,169.3706683382529,167.57689705967718,171.39173557157488,171.2709100754835,167.57689705967718,-0.3774824179930439,level,–,–,72.15136889960334,-2.370881899158623,7.634419073135801,SS2,False,10,562.4997838368322,2047.7193488392804,2990.6450026715806,k e
doreco_port1286_2017_06_30_Jaklin.wav,es,490,es,475,94.614,94.654,94.634,0.03999999999999204,164.68736394897718,163.4723624327812,165.85931507130684,165.85931507130684,163.4723624327812,-0.2509595235408619,level,–,–,68.53056434269823,-2.8563321196184956,7.848514216867287,SS2,False,10,879.004230436394,2001.4181091244052,3273.3471914512224,e s
doreco_port1286_2017_06_30_Jaklin.wav,es,491,lo,476,94.674,94.715,94.6945,0.04099999999999682,163.32423266387812,162.82689051382025,163.86619667411534,162.86778873436083,163.7369339048157,0.0921417946732267,level,–,–,67.60690834248882,-3.000224159041503,7.796642287414282,SS2,False,10,897.1014001182373,2026.5088641395994,3198.234575637503,l o
doreco_port1286_2017_06_30_Jaklin.wav,es,492,que,477,94.735,94.835,94.785,0.09999999999999432,158.40358963684488,155.72610046419618,163.14273544620715,163.14273544620715,157.19106387060654,-0.6433865155113412,level,–,–,67.46870616874149,-3.529830148397802,8.871964910658804,SS2,False,10,1106.836251084991,2518.282697752778,3680.0710415245044,k e
doreco_port1286_2017_06_30_Jaklin.wav,es,493,es,478,94.855,94.895,94.875,0.03999999999999204,149.79944837066552,144.87690360563667,154.49956043329735,153.38816057731887,144.87690360563667,-0.9883141636372851,falling,\,\,61.80156024650677,-4.49670276479672,9.957079338294275,SS2,False,10,1094.6798743821782,2671.849935612981,3566.9762291875604,e s
doreco_port1286_2017_06_30_Jaklin.wav,es,494,lo,479,94.915,94.955,94.935,0.03999999999999204,141.17631180727946,141.17631180727946,141.17631180727946,141.17631180727946,141.17631180727946,0.0,level,–,–,60.58685724632736,-5.523114056128147,9.94658834598124,SS2,False,1,827.1633114080526,1845.5797027960637,3111.7032959403173,l o
doreco_port1286_2017_06_30_Jaklin.wav,es,495,que,480,94.975,95.995,95.485,1.0200000000000102,,,,,,,unknown,?,?,59.20155241927008,,4.368062096770803,SS2,False,0,981.6879917911423,2063.1571553755525,3200.9605528693046,k e
doreco_port1286_2017_06_30_Jaklin.wav,es,496,es,481,96.015,96.096,96.0555,0.08100000000000307,,,,,,,unknown,?,?,58.996191808866364,,4.359847672354655,SS2,False,0,572.0080727906484,1800.6496278624895,2952.434270829135,e s
doreco_port1286_2017_06_30_Jaklin.wav,es,497,lo,482,96.136,96.236,96.186,0.10000000000000853,193.3233036271881,186.65674500946943,199.97921416045787,196.2168491878216,199.97921416045787,0.3288134714974985,level,–,–,70.54696738974484,-0.08090385364468229,5.231596020731974,SS2,False,7,481.12064096636254,1365.1952768997699,2736.7816587868356,l o
doreco_port1286_2017_06_30_Jaklin.wav,es,498,que,483,96.276,96.336,96.306,0.060000000000002274,194.14936128457924,193.37790870769044,195.30190001068883,195.30190001068883,194.4706956368696,-0.07383851564549514,level,–,–,79.2001301542298,-0.0070869659463943056,5.248930687761081,SS2,False,10,554.8168852242222,1613.4731365736513,2798.485189234813,k e
